"Name","Live Bytes","Live Objects"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$183.106999035","16 B (0%)","1 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$FairSync","48 B (0%)","1 (0%)"
"javax.management.remote.rmi.RMIServerImpl_Stub","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$154.220454978","16 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyPrototypeSupplier$EzyAutoImpl$15","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectWriter$EzyAutoImpl$54","16 B (0%)","1 (0%)"
"FriendRequestController$GetOnlineUser$Handler$AutoImpl$82","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$380.101813192","16 B (0%)","1 (0%)"
"HomeRequestController$HomeRequestHandle$Handler$AutoImpl$15","24 B (0%)","1 (0%)"
"java.io.IOException","32 B (0%)","1 (0%)"
"java.lang.ArrayIndexOutOfBoundsException","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.util.EzyCollectionFactory$$Lambda$124.155361948","16 B (0%)","1 (0%)"
"FriendRequestController$GetOnlineUser$Handler$AutoImpl$86","24 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectUnwrapper$EzyAutoImpl$11","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$34.398572781","16 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectReader$EzyAutoImpl$98","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$78.296347592","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$56.226744878","16 B (0%)","1 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LI","32 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap[]","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$355.1767850305","16 B (0%)","1 (0%)"
"java.io.ObjectInputStream","48 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectUnwrapper$EzyAutoImpl$27","16 B (0%)","1 (0%)"
"sun.security.action.GetPropertyAction","24 B (0%)","1 (0%)"
"java.net.URL[]","16 B (0%)","1 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_L7","56 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$177.925973605","16 B (0%)","1 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_L4","40 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyObjectReader$EzyAutoImpl$112","16 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectReader$EzyAutoImpl$83","16 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectReader$EzyAutoImpl$163","16 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectReader$EzyAutoImpl$68","16 B (0%)","1 (0%)"
"java.util.concurrent.SynchronousQueue","32 B (0%)","1 (0%)"
"sun.instrument.InstrumentationImpl","32 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectUnwrapper$EzyAutoImpl$171","16 B (0%)","1 (0%)"
"sun.nio.cs.StandardCharsets$Aliases","40 B (0%)","1 (0%)"
"org.QTS.app.controller.CreateRoom","24 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectUnwrapper$EzyAutoImpl$42","16 B (0%)","1 (0%)"
"sun.util.locale.provider.JRELocaleProviderAdapter","72 B (0%)","1 (0%)"
"com.sun.jmx.remote.protocol.iiop.IIOPProxyImpl","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectUnwrapper$EzyAutoImpl$5","16 B (0%)","1 (0%)"
"sun.nio.cs.StandardCharsets$Classes","40 B (0%)","1 (0%)"
"sun.util.resources.LocaleData","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.nio.EzySocketServerBootstrap$$Lambda$228.783117220","16 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectUnwrapper$EzyAutoImpl$118","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$368.350170727","16 B (0%)","1 (0%)"
"sun.nio.cs.UTF_8","24 B (0%)","1 (0%)"
"java.util.regex.Pattern$LastNode","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectReader$EzyAutoImpl$24","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyFloatReader","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectWriter$EzyAutoImpl$87","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$176.508512860","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.controller.EzyLoginController","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$289.1178468970","16 B (0%)","1 (0%)"
"sun.nio.cs.StandardCharsets$Cache","40 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyListReader","16 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectReader$EzyAutoImpl$148","16 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyObjectUnwrapper$EzyAutoImpl$108","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$164.258535644","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.joran.action.InsertFromJNDIAction","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.bean.supplier.EzyHashSetSupplier","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$53.1582071873","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.service.impl.EzySimpleSessionTokenGenerator","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$260.979446924","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.bean.supplier.EzyCollectionSupplier","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectUnwrapper$EzyAutoImpl$156","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$81.1914301543","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MBeanInstantiator","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectWriter$EzyAutoImpl$98","16 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectUnwrapper$EzyAutoImpl$103","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$329.1547271076","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyPrimitiveIntArrayReader","16 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectUnwrapper$EzyAutoImpl$57","16 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyObjectReader$EzyAutoImpl$127","16 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectUnwrapper$EzyAutoImpl$170","16 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectReader$EzyAutoImpl$53","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectReader$EzyAutoImpl$39","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$146.2075952726","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectReader$EzyAutoImpl$1","16 B (0%)","1 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$RMIServerCommunicatorAdmin","48 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectReader$EzyAutoImpl$9","16 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectReader$EzyAutoImpl$4","16 B (0%)","1 (0%)"
"java.util.Locale$Category[]","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyLongReader","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$59.1653844940","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectWriter$EzyAutoImpl$49","16 B (0%)","1 (0%)"
"java.net.StandardProtocolFamily[]","24 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyObjectReader$EzyAutoImpl$157","16 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectUnwrapper$EzyAutoImpl$143","16 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.action.NestedBasicPropertyIA","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$365.789557131","16 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectUnwrapper$EzyAutoImpl$148","16 B (0%)","1 (0%)"
"sun.util.locale.provider.TimeZoneNameUtility$TimeZoneNameGetter","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.util.EzyCollectionFactory$$Lambda$125.517355658","16 B (0%)","1 (0%)"
"sun.misc.ASCIICaseInsensitiveComparator","16 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectUnwrapper$EzyAutoImpl$163","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$277.652592384","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.bean.supplier.EzyCopyOnWriteArraySetSupplier","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$293.1771389447","16 B (0%)","1 (0%)"
"org.graalvm.visualvm.lib.jfluid.server.HeapHistogramManager","24 B (0%)","1 (0%)"
"sun.instrument.TransformerManager","24 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectWriter$EzyAutoImpl$8","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$24.604125138","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectWriter$EzyAutoImpl$38","16 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyObjectReader$EzyAutoImpl$142","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.DescriptorCache","16 B (0%)","1 (0%)"
"org.QTS.app.handler.BroadcastMessageHandler$EzyObjectUnwrapper$EzyAutoImpl$145","16 B (0%)","1 (0%)"
"org.graalvm.visualvm.lib.jfluid.server.ThreadInfo[]","144 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectUnwrapper$EzyAutoImpl$13","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectReader$EzyAutoImpl$171","16 B (0%)","1 (0%)"
"org.QTS.app.commands.NetworkPlayerCommand[]","40 B (0%)","1 (0%)"
"com.tvd12.ezyfox.util.EzyCollectionFactory$$Lambda$121.760357227","16 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectUnwrapper$EzyAutoImpl$133","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectWriter$EzyAutoImpl$71","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.socket.EzySocketSystemRequestHandler","24 B (0%)","1 (0%)"
"java.util.EnumMap$1","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$286.799619323","16 B (0%)","1 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$382.1351851230","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyByteReader","16 B (0%)","1 (0%)"
"org.QTS.app.handler.BroadcastMessageHandler$EzyObjectUnwrapper$EzyAutoImpl$130","16 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectUnwrapper$EzyAutoImpl$95","16 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyObjectReader$EzyAutoImpl$172","16 B (0%)","1 (0%)"
"java.security.CodeSigner[]","16 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectUnwrapper$EzyAutoImpl$128","16 B (0%)","1 (0%)"
"org.QTS.app.controller.CheckRoomCondition","16 B (0%)","1 (0%)"
"com.google.gson.internal.sql.SqlTimestampTypeAdapter$1","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectWriter$EzyAutoImpl$60","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$182.1954985045","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$168.1518331471","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$336.1038879205","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$104.895281180","16 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectUnwrapper$EzyAutoImpl$12","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyPrimitiveShortArrayReader","16 B (0%)","1 (0%)"
"java.lang.Throwable[]","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.bean.supplier.EzyCopyOnWriteArrayListSupplier","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$15.1210898719","16 B (0%)","1 (0%)"
"java.nio.Bits$1","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.api.EzySocketResponseApi","16 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectUnwrapper$EzyAutoImpl$113","16 B (0%)","1 (0%)"
"java.util.concurrent.LinkedBlockingDeque","40 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$69.671467883","16 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectUnwrapper$EzyAutoImpl$80","16 B (0%)","1 (0%)"
"sun.management.DiagnosticCommandImpl","40 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$290.540447926","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectWriter$EzyAutoImpl$21","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.joran.action.EvaluatorAction","32 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectUnwrapper$EzyAutoImpl$86","16 B (0%)","1 (0%)"
"org.QTS.app.handler.BroadcastMessageHandler$EzyObjectUnwrapper$EzyAutoImpl$115","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectWriter$EzyAutoImpl$31","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$324.516793329","16 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyObjectUnwrapper$EzyAutoImpl$168","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackStringSizeSerializer","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$345.738624352","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.command.impl.EzyBroadcastAppsEventImpl","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$142.1304589447","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.socket.EzySocketEventLoopMultiHandler$1","40 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectWriter$EzyAutoImpl$32","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectWriter$EzyAutoImpl$20","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.joran.action.ConsolePluginAction","24 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectUnwrapper$EzyAutoImpl$71","16 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectUnwrapper$EzyAutoImpl$65","16 B (0%)","1 (0%)"
"org.QTS.app.handler.BroadcastMessageHandler$EzyObjectUnwrapper$EzyAutoImpl$100","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.setting.EzySimpleSessionManagementSetting$EzySimpleMaxRequestPerSecond","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$328.1588820452","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$39.444920847","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackAesObjectToByteEncoder","24 B (0%)","1 (0%)"
"com.tvd12.reflections.util.Predicates$AlwaysTruePredicate","16 B (0%)","1 (0%)"
"javax.management.MBeanServerBuilder","16 B (0%)","1 (0%)"
"com.tvd12.properties.file.annotation.PropertyAnnotations$$Lambda$197.331122245","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyWrapperIntegerArrayReader","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectWriter$EzyAutoImpl$53","16 B (0%)","1 (0%)"
"sun.management.MemoryImpl","32 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectWriter$EzyAutoImpl$27","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.spi.TurboFilterList","24 B (0%)","1 (0%)"
"sun.util.locale.provider.LocaleProviderAdapter$Type[]","40 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectUnwrapper$EzyAutoImpl$50","16 B (0%)","1 (0%)"
"org.QTS.plugin.config.PluginConfig","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$58.111156771","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectWriter$EzyAutoImpl$10","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectWriter$EzyAutoImpl$42","16 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectUnwrapper$EzyAutoImpl$35","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectWriter$EzyAutoImpl$16","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectUnwrapper$EzyAutoImpl$56","16 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectUnwrapper$EzyAutoImpl$158","16 B (0%)","1 (0%)"
"java.lang.Terminator$1","16 B (0%)","1 (0%)"
"java.net.URLClassLoader$7","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectReader$EzyAutoImpl$169","16 B (0%)","1 (0%)"
"java.util.logging.LogManager$LoggerContext","24 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectWriter$EzyAutoImpl$75","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectUnwrapper$EzyAutoImpl$131","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectUnwrapper$EzyAutoImpl$152","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.pattern.LevelConverter","32 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectReader$EzyAutoImpl$41","16 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectUnwrapper$EzyAutoImpl$53","16 B (0%)","1 (0%)"
"sun.nio.ch.WindowsSelectorProvider","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$265.1552533928","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$333.326536651","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.NumberTypeAdapter$1","16 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectUnwrapper$EzyAutoImpl$88","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$66.1989335500","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.joran.action.LoggerAction","32 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectReader$EzyAutoImpl$26","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$82.1708570683","16 B (0%)","1 (0%)"
"org.QTS.app.handler.tcpPlayerSpawnHandler$EzyObjectUnwrapper$EzyAutoImpl$29","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectWriter$EzyAutoImpl$64","16 B (0%)","1 (0%)"
"javax.management.remote.JMXServiceURL","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.pattern.EzyObjectProvider$Builder$$Lambda$5.1946403944","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectUnwrapper$EzyAutoImpl$21","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectUnwrapper$EzyAutoImpl$116","16 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectUnwrapper$EzyAutoImpl$68","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectReader$EzyAutoImpl$92","16 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectReader$EzyAutoImpl$46","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectUnwrapper$EzyAutoImpl$167","16 B (0%)","1 (0%)"
"java.nio.file.attribute.FileAttribute[]","16 B (0%)","1 (0%)"
"sun.security.provider.NativeSeedGenerator","16 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectReader$EzyAutoImpl$140","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectWriter$EzyAutoImpl$125","16 B (0%)","1 (0%)"
"sun.management.ThreadImpl","24 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectReader$EzyAutoImpl$125","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.bean.impl.EzyConfigurationBeforeClassSorter$$Lambda$200.596706728","16 B (0%)","1 (0%)"
"org.QTS.app.handler.tcpPlayerSpawnHandler$EzyObjectUnwrapper$EzyAutoImpl$14","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectUnwrapper$EzyAutoImpl$36","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectWriter$EzyAutoImpl$97","16 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectUnwrapper$EzyAutoImpl$38","16 B (0%)","1 (0%)"
"java.math.RoundingMode[]","48 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectUnwrapper$EzyAutoImpl$101","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.command.impl.EzyBroadcastPluginsEventImpl","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$174.2109839984","16 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectReader$EzyAutoImpl$76","16 B (0%)","1 (0%)"
"java.lang.Thread$State[]","40 B (0%)","1 (0%)"
"javassist.compiler.KeywordTable","48 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectWriter$EzyAutoImpl$6","16 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectReader$EzyAutoImpl$110","16 B (0%)","1 (0%)"
"ch.qos.logback.core.spi.AppenderAttachableImpl","16 B (0%)","1 (0%)"
"sun.nio.fs.WindowsFileSystem","32 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectReader$EzyAutoImpl$61","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectWriter$EzyAutoImpl$86","16 B (0%)","1 (0%)"
"sun.util.calendar.Gregorian","16 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyPrototypeSupplier$EzyAutoImpl$44","16 B (0%)","1 (0%)"
"com.sun.beans.util.Cache$CacheEntry[]","48 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectReader$EzyAutoImpl$154","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectReader$EzyAutoImpl$56","16 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectUnwrapper$EzyAutoImpl$73","16 B (0%)","1 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl","64 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectUnwrapper$EzyAutoImpl$51","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.util.EzyMapFactory$$Lambda$113.120478350","16 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectUnwrapper$EzyAutoImpl$166","16 B (0%)","1 (0%)"
"org.QTS.Qworld.ServerInitializingController","16 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectReader$EzyAutoImpl$7","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectUnwrapper$EzyAutoImpl$107","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectUnwrapper$EzyAutoImpl$62","16 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectReader$EzyAutoImpl$16","16 B (0%)","1 (0%)"
"java.lang.invoke.MethodHandleImpl$Intrinsic[]","48 B (0%)","1 (0%)"
"org.QTS.app.request.GoRequest$EzyObjectUnwrapper$EzyAutoImpl$98","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor9","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor8","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor7","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor6","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl_Skel","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor5","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor4","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor3","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor2","16 B (0%)","1 (0%)"
"sun.reflect.GeneratedSerializationConstructorAccessor1","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$311.2034014401","16 B (0%)","1 (0%)"
"org.QTS.app.handler.tcpPlayerSpawnHandler$EzyObjectUnwrapper$EzyAutoImpl$74","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectReader$EzyAutoImpl$47","16 B (0%)","1 (0%)"
"org.QTS.app.response.HelloResponse$EzyObjectUnwrapper$EzyAutoImpl$43","16 B (0%)","1 (0%)"
